run,mean,std_dev,amplitude,nevents
25127,9.53767,2.06106,44.99982,1133
25128,9.48076,1.82747,49.22819,1118
25129,9.50788,1.96876,49.79111,1214
25130,8.83798,1.64825,2.33241,52
25131,9.43533,1.93012,32.71413,772
25134,9.60858,1.96720,26.82342,650
25135,9.52618,1.96751,28.63842,683
25138,9.51288,2.00753,178.95985,4394
25139,9.55033,2.02953,203.75170,5059
25140,9.60783,1.98004,220.94119,5356
25141,9.49693,1.99192,123.45676,2996
25146,9.51824,1.92023,94.89506,2242
25147,9.57815,1.93499,25.07994,596
25148,9.38032,1.91157,85.05198,2013
25149,9.46853,1.95926,75.69304,1830
25150,9.44264,1.89868,103.95384,2441
25151,9.40428,1.93487,56.50528,1344
25154,9.46280,1.98440,51.59949,1257
25157,9.77107,2.02263,44.14531,1089
25158,9.61212,1.97584,79.72362,1936
25162,9.53290,2.02367,136.85378,3375
25163,9.51733,1.95560,78.76134,1876
25164,9.46249,1.90820,75.16414,1759
25165,9.47680,1.94654,84.96931,2040
25166,9.37253,1.89921,74.12471,1743
25167,9.51608,1.99667,97.38570,2379
25168,9.51317,1.98101,108.09710,2620
25169,9.46855,1.94510,96.67501,2312
25170,9.45992,1.90863,57.32793,1349
25171,9.38625,1.98079,48.96941,1190
25181,9.45768,2.00560,169.02882,4159
25182,9.45120,1.97342,141.66434,3424
25183,9.43338,1.91623,135.74384,3198
25184,9.48103,1.95770,81.67598,1958
25185,9.42015,1.96162,77.04114,1843
25187,9.39542,1.93865,77.03974,1822
25189,9.33923,1.85477,91.56774,2107
25190,9.38513,2.02683,83.88619,2076
25192,9.52399,1.97218,214.00616,5172
25193,9.44957,1.92670,185.37703,4414
25194,9.48242,2.00704,203.92335,5033
25195,9.45991,1.89296,132.32885,3067
25196,9.43107,1.97194,107.61126,2618
25197,9.41161,1.96201,116.57338,2834
25198,9.34963,2.02439,123.06021,3041
25200,9.52704,1.99327,226.74606,5543
25201,9.46973,1.94898,268.78309,6440
25202,9.50188,1.99989,104.40242,2542
25203,9.49282,1.93540,216.76584,5163
25204,9.51258,2.01782,77.67674,1933
25205,9.41317,1.89286,155.45001,3629
25206,9.50102,1.97256,149.58914,3623
25207,9.48030,1.98215,163.84263,3971
25208,9.41458,1.95158,127.84599,3066
25210,9.45361,1.87622,67.87830,1563
25211,9.37478,1.96463,63.40007,1526
25214,9.36573,1.94016,121.62666,2911
25217,9.47434,1.97377,146.47370,3583
25218,9.44677,1.97493,164.82344,3970
25219,9.41826,1.98302,169.27149,4115
25220,9.48085,1.89589,71.89065,1668
25221,9.59397,2.02546,60.04215,1482
25222,9.52576,1.93339,139.87053,3323
25227,9.58818,2.02444,346.32442,8586
25228,9.50255,1.99797,286.71064,7048
25229,9.42412,1.95482,149.34604,3587
25230,9.50213,2.02353,119.85337,2962
25233,9.50854,1.95956,153.93416,3689
25234,9.51932,2.02871,155.06946,3838
25235,9.52749,1.97156,164.08788,3953
25236,9.32479,1.96741,81.54814,1971
25237,9.47124,1.97383,86.39652,2096
25240,9.48679,1.99305,69.99023,1710
25241,9.42921,1.96047,68.55279,1654
25247,9.49347,1.91655,198.76341,4688
25248,9.48937,1.93759,193.59274,4641
25249,9.38395,1.96136,87.17016,2098
